amt1	num1	amt2	num2
25	12	50	4
10	46	25	45
1	80	10	31
5	2	10	0
5	8	24	6
10	3	50	4
10	5	25	6
12	21	20	117
25	26	50	6
30	28	50	8
3	7	10	1
100	8	250	7
1	0	10	0
20	46	50	16
5	10	20	53
1	1	10	2
1	4	5	5
10	4	25	21
5	4	15	5
10	2	20	16
1	6	20	11
10	43	15	5
1	2	5	12
10	2	25	3
5	8	25	27
5	1	15	4
25	11	50	6
15	10	25	23
10	3	25	12
5	18	25	20
5	29	25	55
1	0	10	14
10	3	25	10
5	10	25	13
1	4	10	10
10	6	50	1
1	1	5	1
10	1	20	6
1	0	5	2
1	3	20	19
1	1	10	1
1	1	5	1
10	10	25	21
5	2	15	0
5	19	10	4
10	1	20	4
25	56	50	11
20	3	50	14
1	1	20	3
1	0	10	1
1	1	5	4
1	0	5	1
10	4	25	10
20	4	40	4
10	10	25	36
10	22	25	38
1	4	10	10
1	3	50	5
15	13	30	15
10	3	25	53
10	3	25	9
1	1	5	8
1	3	10	5
10	9	25	12
10	2	25	6
1	0	10	2
5	3	25	21
10	53	60	8
5	8	25	11
10	0	20	6
25	24	50	20
25	8	75	1
1	2	5	9
10	57	25	156
5	39	20	68
10	9	25	13
1	2	6	0
15	29	25	16
1	2	10	8
1	25	100	9
50	78	100	20
5	1	10	9
1	3	20	16
1	1	25	1
5	1	15	6
1	6	25	6
15	2	50	1
10	20	25	21
10	10	25	13
10	54	25	50
5	11	10	8
100	21	200	3
10	6	25	20
10	7	25	24
10	7	25	10
5	0	10	4
10	22	30	10
1	71	100	37
5	0	15	6
5	1	20	14
25	3	50	7
1	0	5	0
50	18	100	12
10	2	25	6
10	2	25	0
20	1	40	1
1	3	10	19
1	23	25	65
10	4	25	78
5	16	25	10
10	5	25	8
1	1	10	3
5	0	10	2
1	2	20	30
1	7	12	4
1	0	20	7
5	2	10	2
1	0	5	1
10	2	25	44
5	3	25	2
10	17	25	28
1	0	5	0
10	19	35	28
5	1	10	2
10	1	25	8
5	1	25	4
5	2	15	14
6	1	20	1
1	5	1	4
10	11	15	1
1	3	5	1
1	11	5	18
20	9	50	17
5	0	10	1
1	3	5	10
5	0	10	0
5	16	25	89
25	25	50	15
25	20	50	15
5	3	10	3
10	1	20	1
25	25	50	9
1	43	5	74
1	6	5	24
5	6	10	44
5	0	10	0
1	2	5	2
1	0	5	1
25	12	50	12
25	23	50	19
20	7	50	3
1	5	15	7
5	6	20	16
2	1	5	2
5	8	10	17
1	7	10	6
1	15	10	11
1	5	10	27
10	6	25	14
10	6	20	10
1	2	5	0
5	4	15	52
15	2	30	14
1	3	10	8
1	1	10	3
1	6	50	2
10	5	30	8
1	2	10	2
10	6	25	18
1	0	5	6
10	3	25	4
10	3	25	0
10	9	25	7
1	0	5	6
10	8	25	10
10	5	40	21
25	4	100	4
10	10	20	12
1	2	10	25
25	17	25	13
10	10	25	22
15	11	35	4
1	4	5	13
1	22	20	38
5	1	10	0
1	1	10	10
10	8	15	9
1	0	5	1
5	5	11	33
10	28	30	69
5	2	15	3
5	2	10	4
5	1	10	1
1	3	5	0
5	0	10	2
10	1	25	1
25	3	50	1
5	3	25	0
10	0	25	4
5	33	25	77
5	9	25	16
5	36	20	22
1	6	20	7
10	1	25	3
30	2	60	1
50	6	75	1
5	10	25	6
1	1	5	10
1	0	15	12
50	32	200	12
10	28	30	69
10	0	20	6
5	9	10	4
1	6	20	5
5	2	10	3
50	32	150	16
1	3	15	12
4	1	10	10
10	7	20	5
5	13	10	6
10	31	25	32
5	0	10	7
1	2	25	4
15	11	25	13
10	5	25	10
10	6	20	4
10	0	25	2
5	2	10	17
5	12	25	16
10	9	25	14
10	2	25	3
5	0	10	0
10	4	20	7
4	20	25	14
1	2	5	1
1	1	5	5
1	13	10	7
1	8	15	31
1	5	5	1
1	0	10	7
1	0	5	5
5	1	10	1
5	1	10	3
10	3	25	4
10	18	25	24
1	6	25	30
5	2	10	3
1	65	5	61
3	2	10	20
10	11	25	6
10	4	35	2
1	0	5	0
20	26	50	17
1	1	10	4
5	6	10	4
3	3	11	7
5	16	25	30
10	12	20	6
10	3	15	3
25	14	100	12
5	1	10	13
10	3	20	15
1	3	20	10
20	50	50	19
20	9	50	8
1	11	25	45
5	0	10	2
10	53	25	74
1	73	25	60
5	1	10	13
1	0	5	4
1	0	5	1
25	5	35	4
1	0	5	2
1	1	10	3
1	7	5	12
25	8	50	6
1	5	50	7
10	11	25	114
1	3	5	8
5	20	10	21
10	16	15	6
25	25	50	14
1	0	5	1
1	14	20	22
1	2	25	33
10	7	10	1
10	43	25	26
25	44	25	1
15	52	25	62
5	0	15	5
1	6	5	20
5	3	15	1
5	0	30	33
10	3	25	16
5	8	20	7
1	1	10	10
2	1	5	4
1	3	10	17
15	4	25	4
10	4	25	1
10	8	25	16
1	4	25	0
1	7	20	30
5	2	10	6
1	4	50	13
15	8	25	5
5	3	25	5
1	5	10	7
1	3	10	9
25	19	50	14
100	5	300	5
1	2	8	1
25	9	48	1
10	6	25	13
10	2	50	5
20	45	50	19
5	8	10	5
10	2	20	9
10	4	25	10
1	6	20	5
1	4	20	14
1	0	10	0
1	1	10	14
25	17	50	5
25	6	75	3
5	2	10	6
2	8	10	3
5	0	10	8
10	4	15	4
5	4	20	3
10	25	50	12
5	13	50	4
5	8	15	10
5	8	15	12
1	1	10	41
10	5	20	8
1	2	10	3
5	10	10	34
5	12	15	21
10	7	25	12
1	0	15	5
5	0	10	1
15	1	25	6
10	4	25	15
1	0	5	4
5	0	10	0
5	3	10	3
10	4	25	9
1	24	25	19
1	3	5	6
1	4	2	3
1	0	5	0
5	1	10	2
10	13	25	16
15	7	30	27
10	9	25	28
1	0	5	0
1	6	25	56
1	0	10	18
5	5	15	6
1	0	5	4
1	12	25	21
6	3	12	4
1	0	10	11
10	6	25	6
5	7	20	10
25	15	35	10
1	5	15	16
5	6	10	7
10	3	25	3
10	1	25	8
10	3	25	2
1	1	10	8
10	7	25	25
1	0	10	1
5	1	10	1
10	10	20	12
1	0	10	11
5	4	10	6
5	4	10	25
1	0	10	3
1	3	10	21
10	6	25	13
10	18	15	2
1	10	10	8
1	3	10	29
10	149	25	711
15	0	30	0
10	14	100	6
10	11	20	10
10	4	30	12
1	15	50	1
20	6	30	1
5	8	10	20
1	1	15	46
1	1	5	1
1	6	25	7
1	2	20	2
10	11	25	36
10	15	25	31
25	7	50	7
10	14	10	22
10	1	15	0
10	36	20	52
20	8	50	11
100	22	250	0
10	21	25	43
1	0	10	0
5	1	10	29
1	6	10	6
5	1	10	7
25	9	50	12
10	10	25	16
10	9	25	18
5	1	10	0
10	14	25	8
25	10	75	14
1	2	15	3
5	0	10	1
10	10	25	13
5	7	10	21
5	6	10	3
1	1	10	4
1	1	10	7
1	0	5	7
10	10	25	13
5	26	25	27
10	5	25	2
10	18	25	313
10	20	30	245
10	9	20	12
5	1	25	42
10	0	25	11
10	0	20	7
10	0	25	2
1	6	10	17
5	2	25	16
10	3	25	10
10	5	20	7
10	3	25	9
10	14	25	30
1	1	10	7
5	1	10	0
1	11	5	11
5	0	10	3
15	15	30	10
1	48	12	41
10	4	25	3
5	52	25	28
10	12	25	51
5	3	15	11
5	3	10	5
1	0	5	1
1	0	10	2
1	8	20	70
5	24	10	34
1	24	20	74
15	3	35	4
5	4	12	6
25	12	50	5
15	15	30	37
3	4	10	20
1	13	25	4
5	4	10	3
10	28	25	126
1	3	25	7
5	4	10	27
5	3	10	2
10	2	25	13
10	19	25	14
10	1	25	1
5	3	25	4
5	0	20	5
25	11	50	7
5	7	15	8
10	6	50	1
5	1	10	3
10	3	20	21
1	0	10	2
10	3	15	1
1	3	5	6
10	3	20	13
5	5	25	9
1	1	5	0
5	3	10	2
1	1	5	4
1	11	10	21
1	2	10	0
10	2	20	11
1	0	10	9
1	2	5	0
1	3	11	9
1	7	25	19
5	4	10	4
15	38	30	57
10	17	40	29
10	32	25	20
10	4	25	13
5	13	25	14
5	6	10	9
5	0	10	6
6	27	11	19
5	0	20	6
1	0	10	7
1	3	5	2
5	5	15	28
5	1	10	2
5	2	25	4
25	61	50	20
10	3	25	3
15	34	30	5
2	2	10	6
5	8	15	6
5	6	20	18
5	2	15	1
5	1	10	5
10	15	25	28
1	2	5	3
10	5	20	18
20	4	30	7
5	4	10	20
5	3	10	3
1	2	5	2
10	5	25	22
1	0	5	4
10	18	30	24
10	2	25	10
10	0	25	4
10	1	20	0
1	0	5	0
10	4	15	2
10	6	20	4
25	20	50	7
25	19	80	4
1	3	10	17
10	3	20	4
5	2	12	13
5	3	10	9
1	1	10	5
20	10	50	7
1	4	25	55
10	1	25	9
1	8	10	23
10	1	25	13
25	8	50	15
1	4	10	2
5	3	15	31
1	2	10	10
5	0	10	0
10	3	15	1
20	23	50	8
25	2	30	15
5	2	10	9
1	2	10	8
10	1	25	1
5	4	10	12
1	11	10	8
1	5	10	18
10	7	25	7
1	2	10	6
10	9	25	13
1	7	20	9
10	2	25	9
5	2	10	7
10	2	20	5
10	1	25	3
10	15	25	19
10	39	50	29
20	1	50	1
1	6	15	648
15	0	30	1
1	0	5	10
10	2	25	5
10	871	25	1073
5	0	15	7
10	9	50	5
10	3	25	7
10	2	20	0
5	4	10	14
5	1	20	2
1	0	5	0
5	0	10	4
10	29	15	1
10	0	25	3
10	14	25	27
1	0	10	3
10	0	25	5
5	6	20	7
1	3	15	5
1	3	25	11
10	5	15	0
5	1	10	2
5	8	15	3
1	1	10	3
5	1	25	4
1	0	5	1
5	2	15	7
11	8	33	17
5	4	10	10
10	4	30	10
10	2	15	1
1	0	10	2
10	3	25	8
10	10	25	8
10	12	20	9
5	18	10	3
5	34	15	27
5	1	10	7
1	0	5	0
10	19	25	26
25	2	45	1
1	14	20	124
1	3	10	1
1	2	10	5
10	1	25	3
5	2	15	11
10	21	25	21
20	18	50	15
1	0	25	7
10	5	25	16
5	2	10	6
25	11	45	13
25	1	50	4
20	3	40	8
10	5	25	8
1	1	25	4
25	1	50	3
1	4	5	4
25	25	50	9
1	0	10	2
5	1	25	3
5	3	10	15
5	8	25	46
1	1	10	3
1	2	10	1
20	15	40	8
5	3	10	18
1	1	10	5
5	16	10	21
5	5	25	29
10	5	25	13
25	10	50	6
1	4	15	90
1	0	10	2
15	10	20	2
5	10	10	59
10	12	25	19
5	2	25	12
10	6	30	94
5	1	12	3
15	51	50	24
1	5	20	11
5	4	15	4
1	1	10	4
25	3	100	6
10	8	25	12
10	16	25	4
10	8	20	19
5	0	10	1
50	8	250	3
1	8	10	21
5	6	10	9
10	10	20	7
2	0	7	5
5	1	10	28
10	13	25	15
5	3	10	2
5	3	10	2
10	8	25	8
1	1	10	8
5	8	15	4
1	2	15	9
25	23	50	14
1	0	5	2
10	30	25	49
1	3	15	6
15	10	30	9
5	0	10	15
15	18	30	4
5	11	10	12
5	4	10	8
5	3	10	10
1	0	5	8
25	22	50	14
5	5	25	37
10	9	25	10
1	0	10	8
5	0	10	0
1	3	5	5
12	34	12	12
10	6	20	46
5	1	10	6
10	2	25	4
10	10	20	9
1	0	5	1
5	7	10	14
10	6	20	36
1	1	5	1
20	22	25	1
20	21	100	1
5	4	15	79
5	2	10	1
10	9	45	3
1	0	5	2
5	14	21	20
1	0	4	5
10	43	21	63
10	667	25	562
5	3	10	0
1	9	25	13
5	6	10	2
25	1	50	1
1	1	5	3
5	2	10	10
1	2	5	2
10	5	25	18
25	4	50	2
10	3	25	6
1	13	15	18
10	5	20	4
10	7	25	3
10	8	25	16
10	16	25	14
5	5	10	3
5	8	25	9
1	7	10	20
5	12	20	13
5	17	25	16
5	0	15	3
1	1	5	3
10	1	25	0
20	1	25	6
5	0	10	5
10	8	30	5
5	0	10	1
10	6	25	13
5	0	10	5
1	0	2	9
1	0	5	1
1	1	10	9
5	4	25	4
5	12	15	1
1	2	5	0
5	1	10	2
5	7	10	6
10	14	25	28
10	1	25	24
1	6	25	23
5	0	10	4
1	6	7	1
10	2	25	2
5	23	25	42
10	12	40	29
10	5	20	4
10	2	25	2
10	8	25	15
10	13	25	35
5	11	10	23
1	1	4	1
5	5	10	4
1	6	5	9
5	7	10	3
5	3	10	4
10	30	50	3
10	3	25	4
10	4	25	7
5	3	10	16
1	0	10	2
5	1	10	2
10	0	25	5
10	10	25	46
35	23	150	3
25	11	50	5
1	10	10	17
5	5	10	16
5	3	10	7
5	2	15	1
10	20	30	33
10	19	25	13
5	11	10	17
5	2	20	6
10	7	25	3
10	2	25	7
10	4	25	19
10	4	50	1
1	2	10	8
1	3	5	0
1	7	10	4
1	3	5	3
15	4	25	0
10	2	20	9
15	4	35	27
5	1	10	15
20	12	50	9
5	1	10	0
10	13	25	12
15	28	50	15
5	3	10	9
10	8	25	24
1	1	5	5
5	3	10	4
5	3	15	7
10	11	25	28
12	31	12	15
10	0	35	4
5	1	10	9
10	4	25	15
10	3	25	15
1	3	5	16
3	6	15	18
5	11	15	20
5	6	10	10
10	39	25	17
5	1	10	2
25	41	50	34
50	2	100	6
5	8	15	14
5	1	10	18
5	0	10	0
10	17	20	100
1	1	5	9
2	14	12	3
25	12	50	6
25	22	50	18
5	3	20	5
10	36	30	23
5	3	10	3
10	8	20	11
5	4	25	6
5	1	13	5
25	7	50	28
5	2	25	6
1	2	10	2
5	2	15	8
5	7	15	26
25	164	50	11
1	1	3	11
5	3	10	8
50	20	500	3
10	22	25	11
10	4	25	5
15	1	25	24
1	9	10	6
5	9	25	34
5	14	25	6
5	2	15	6
15	2	25	4
1	0	10	4
10	10	20	23
5	6	10	14
5	13	25	12
1	0	5	4
5	10	10	28
1	0	5	8
5	6	10	3
5	1	10	9
50	5	100	3
20	12	50	7
5	4	15	10
5	2	10	6
10	3	20	5
5	5	25	2
10	14	25	23
10	21	25	47
5	1	15	0
3	2	10	4
1	0	10	27
25	192	75	23
5	4	20	15
5	8	15	11
10	53	30	14
5	0	25	5
5	7	10	6
15	2	25	2
10	22	25	9
5	4	20	4
5	1	10	12
10	2	25	1
1	8	10	35
5	2	10	4
5	1	10	23
10	8	20	7
1	4	20	21
1	5	25	41
15	10	25	46
5	29	50	23
10	6	20	23
1	1	5	1
10	8	25	28
10	5	25	11
5	4	10	0
10	8	20	27
5	12	10	11
5	3	15	8
5	11	100	3
1	0	5	4
1	7	10	2
1	7	10	14
10	13	25	19
10	5	25	28
1	0	10	5
5	2	11	3
5	0	10	1
5	12	10	6
10	8	25	38
10	4	25	36
1	14	30	10
25	19	45	19
20	12	51	12
5	7	10	12
15	6	20	3
10	24	25	117
5	2	15	0
5	3	15	5
10	6	25	7
10	1	20	8
10	0	25	2
1	3	5	2
1	5	10	18
5	1	20	16
10	1	36	15
5	8	20	14
1	0	10	8
5	3	15	0
10	16	25	10
5	12	25	52
5	4	10	2
5	20	25	68
5	2	10	10
5	5	30	8
5	3	20	14
5	1	10	0
8	60	50	39
1	6	10	17
50	4	100	10
15	7	20	2
5	2	20	3
15	9	25	17
25	7	50	3
5	12	25	13
5	14	10	13
5	3	10	12
5	1	10	7
5	9	10	25
25	50	50	43
5	0	10	1
2	0	5	13
5	3	20	9
5	9	25	11
15	1	25	9
5	1	10	4
3	0	5	1
1	1	20	5
10	3	25	7
5	3	20	3
25	51	250	2
5	11	15	13
5	1	10	0
1	2	10	8
1	3	5	5
2	3	10	0
5	9	10	25
5	13	10	33
5	2	10	7
10	1	25	22
1	9	25	36
5	4	25	13
10	0	25	12
10	4	25	10
10	13	50	23
5	11	10	6
10	3	25	5
5	6	10	4
10	3	30	8
10	4	25	7
1	15	25	17
5	9	10	6
1	6	15	7
5	1	10	17
10	1	15	0
10	2	25	2
5	2	15	3
1	0	5	0
5	2	10	5
5	38	25	16
10	0	25	1
10	67	25	53
5	3	15	3
1	0	5	4
10	16	25	9
1	0	5	1
10	3	25	3
10	4	25	3
10	6	20	10
10	4	25	7
5	1	10	1
35	5	75	11
10	2	20	20
10	11	30	19
15	34	30	52
10	6	25	18
8	2	10	1
5	4	25	15
1	1	10	7
5	0	10	1
1	7	5	10
5	5	10	8
5	1	10	3
1	11	10	48
5	8	10	28
5	4	10	34
5	26	15	26
10	15	25	54
10	4	25	18
5	5	10	16
1	0	5	1
10	2	25	7
5	12	10	6
15	21	35	18
5	4	25	19
1	3	10	16
1	2	20	2
5	0	10	4
10	20	15	33
15	18	25	22
1	0	5	0
10	12	25	9
2	1	10	11
25	50	100	13
10	9	30	38
5	0	10	2
1	1	5	8
30	28	100	9
5	6	15	10
10	14	600	0
3	1	10	2
5	8	10	23
20	5	40	6
1	2	5	5
25	31	50	12
5	2	15	1
5	2	20	11
10	3	25	5
10	1	25	3
5	6	10	0
10	7	25	8
5	1	10	8
10	9	20	32
1	1	5	9
1	5	25	6
15	41	30	19
3	18	100	2
25	68	50	26
10	11	25	32
5	0	10	5
5	0	10	13
10	13	25	14
1	0	20	0
5	12	20	24
1	2	5	8
5	18	10	37
5	6	20	12
1	1	10	4
1	2	25	15
5	11	30	9
10	3	20	0
5	7	12	15
1	0	5	4
4	1	6	1
25	26	50	9
1	1	5	18
5	30	10	39
15	4	20	5
1	23	5	20
10	41	20	108
10	5	25	7
25	17	50	24
25	23	100	22
1	27	20	17
10	5	25	3
5	6	10	6
25	22	50	11
5	4	15	9
5	2	10	5
5	2	10	6
1	26	20	65
5	0	10	0
5	4	10	15
20	10	50	10
5	1	10	3
5	11	10	9
5	3	10	5
5	9	25	13
5	0	20	22
5	1	20	2
10	16	25	9
10	39	15	4
5	0	10	5
5	6	10	8
10	2	25	4
10	2	20	24
5	7	10	7
1	1	10	4
5	4	10	11
5	2	15	2
10	9	30	9
5	5	25	23
1	10	18	14
10	7	50	3
10	33	25	79
5	7	15	10
10	9	15	9
5	0	10	1
10	1	25	6
20	12	40	9
1	0	10	1
10	5	25	11
1	0	10	15
1	0	10	6
1	2	10	1
10	17	25	41
5	5	10	9
5	3	25	15
10	14	20	103
3	1	7	2
10	12	50	12
5	2	15	3
5	7	10	15
1	1	20	18
5	10	10	3
5	5	15	8
2	1	5	0
10	14	25	19
15	0	30	7
1	10	11	9
10	1	35	9
5	1	25	1
5	1	10	4
5	2	10	7
5	10	15	33
10	2	50	0
5	13	20	33
15	25	25	7
5	3	20	6
25	1	50	1
10	20	25	43
5	4	10	9
1	0	5	2
1	2	5	6
5	20	25	40
5	1	10	4
1	4	15	9
5	9	15	7
5	11	25	19
10	20	25	35
1	9	5	22
5	1	10	31
10	4	25	4
5	2	20	8
10	2	20	6
25	42	250	1
1	2	25	11
5	1	10	4
1	2	5	9
50	5	100	4
10	12	20	5
10	0	12	6
1	3	25	1
5	10	10	11
5	7	10	5
10	15	20	21
1	15	1	0
10	24	25	7
10	1	20	15
5	4	10	18
5	3	25	9
35	53	70	45
10	8	50	5
1	2	5	1
10	2	25	8
1	1	5	1
1	4	10	6
10	13	20	12
5	0	15	2
10	114	13	30
10	9	20	8
10	11	20	32
25	50	40	14
10	1	25	7
10	31	20	14
10	6	29	30
5	1	25	18
5	25	10	36
10	9	15	14
5	97	20	43
10	6	25	13
1	0	10	5
5	2	15	4
5	3	25	16
1	2	10	4
1	1	15	1
10	7	25	2
5	0	10	0
10	14	25	15
5	1	10	3
2	0	5	3
10	29	50	26
5	20	10	49
1	0	15	3
5	3	25	4
5	13	10	15
10	0	20	17
1	8	20	32
1	0	10	10
2	0	6	3
20	10	40	16
5	21	50	19
5	7	10	11
10	12	25	20
1	0	5	4
10	7	25	18
20	17	50	7
5	5	10	14
15	20	25	10
1	21	25	72
10	4	25	17
15	30	25	58
25	75	45	26
5	3	10	9
10	9	20	11
10	8	15	3
1	11	15	46
15	0	20	2
10	28	50	12
10	2	25	5
10	0	50	5
10	43	20	48
5	0	25	10
25	37	50	22
10	1	25	17
1	36	50	23
30	5	100	10
1	1	10	4
5	3	25	15
1	1	25	8
10	6	20	3
5	2	25	3
5	46	25	56
5	3	20	3
5	5	10	7
1	10	10	28
5	3	10	10
10	10	20	29
10	7	20	7
5	4	10	4
2	6	5	7
10	6	25	5
5	2	16	0
5	1	10	2
2	3	10	2
1	0	10	10
10	1	50	5
5	8	10	0
5	1	10	16
10	1	25	13
5	5	10	10
10	55	100	7
5	48	35	75
1	2	5	1
1	12	50	11
36	37	72	6
5	10	10	3
5	4	15	1
5	4	15	2
5	1	25	3
15	28	25	66
1	1	10	4
25	4	75	6
5	1	10	2
20	18	50	7
5	2	25	6
5	4	25	11
1	3	10	13
15	34	25	45
1	0	5	0
5	3	30	19
1	2	10	3
10	2	20	9
10	4	25	8
15	10	25	11
1	5	10	3
10	8	25	19
20	1	40	49
33	17	55	4
1	1	15	11
5	8	25	12
2	2	5	1
5	2	25	1
10	1	25	14
5	4	10	4
10	3	20	23
5	1	10	3
25	11	50	14
1	0	10	1
1	4	10	24
20	15	50	3
5	4	25	3
10	24	25	63
50	5	250	1
5	11	20	25
10	4	25	14
10	9	25	10
5	4	10	7
5	1	10	0
5	15	25	22
10	1	20	30
5	10	10	37
10	0	25	3
5	9	20	13
10	7	25	11
1	4	10	7
5	14	25	27
5	12	7	15
20	8	60	1
5	0	10	1
1	8	10	53
10	18	20	7
10	1	25	8
1	0	15	2
10	11	25	11
1	3	10	18
5	5	10	7
1	0	5	15
1	6	10	51
10	8	25	13
5	1	10	1
5	2	10	8
1	1	20	6
5	6	10	3
1	1	25	2
10	7	20	49
5	3	5	0
15	37	25	21
10	11	30	12
5	7	10	11
1	1	5	4
5	2	20	6
10	5	25	1
10	5	25	9
5	12	30	21
25	10	50	2
5	1	10	0
1	1	5	1
10	1	15	0
10	4	25	4
5	2	15	7
10	8	25	11
10	11	25	14
10	5	25	31
5	2	10	2
5	21	10	49
5	5	10	8
2	3	5	3
1	1	5	28
20	10	50	2
25	0	49	0
1	1	6	2
10	14	25	18
1	1	25	12
20	4	50	33
10	1	25	10
50	4	100	0
5	11	15	5
5	1	20	14
5	11	25	23
10	16	100	14
20	25	50	60
5	0	10	4
10	18	50	9
1	2	20	15
10	0	20	2
1	1	10	1
5	4	10	5
5	5	25	14
10	6	20	21
1	1	15	4
1	1	10	2
5	5	10	4
5	0	10	14
25	15	50	6
5	0	18	3
1	3	10	23
1	0	5	0
1	8	9	12
3	55	15	25
25	6	50	2
10	2	19	2
10	16	25	4
1	6	25	14
1	32	40	58
10	32	20	15
10	3	31	2
1	1	5	1
25	5	50	4
25	72	50	26
10	8	30	7
1	2	5	4
1	1	20	37
5	7	10	10
10	17	50	10
5	0	10	8
5	8	10	4
5	1	25	9
3	1	5	1
10	15	200	9
5	8	10	7
5	1	10	8
1	1	5	5
10	46	150	9
10	3	25	2
5	2	10	0
1	7	20	14
25	48	40	4
25	7	50	7
15	2	30	5
5	8	30	26
20	18	75	16
2	4	7	8
25	15	50	5
25	9	50	2
5	0	15	2
5	3	10	5
5	13	10	29
5	2	20	10
1	3	5	3
1	1	5	1
20	2	35	6
25	75	50	20
10	2	25	44
1	9	10	35
3	4	20	19
10	17	50	133
5	4	25	18
5	2	25	4
10	0	25	4
1	15	12	44
1	1	5	1
20	8	50	9
25	4	50	10
5	15	15	11
1	14	25	13
10	6	50	7
1	2	5	2
5	1	25	10
25	30	100	14
30	23	50	7
1	3	10	6
5	18	25	54
5	3	25	2
25	44	100	5
5	0	10	3
1	2	10	5
25	31	500	1
5	1	10	1
5	1	10	4
10	6	25	6
10	1	25	13
10	8	25	25
10	19	50	7
5	2	10	1
2	0	30	8
10	67	10	16
5	88	25	143
10	4	25	6
5	5	10	5
1	6	5	25
10	9	50	7
1	2	15	10
5	0	10	1
10	54	25	180
5	7	10	22
10	3	25	15
6	21	41	17
6	4	24	23
5	0	15	5
1	9	5	32
1	3	5	3
1	3	20	1
25	127	50	63
5	4	10	19
10	3	20	4
5	0	10	4
10	3	25	6
1	3	10	5
10	12	25	21
25	4	100	1
2	3	10	1
5	20	10	15
10	15	35	25
10	1	25	8
10	6	20	13
10	4	40	13
25	13	50	3
5	8	10	10
1	101	15	21
1	1	5	5
5	11	100	3
10	3	25	23
5	0	20	4
1	4	25	8
3	6	25	10
10	6	20	18
2	12	20	24
10	9	25	33
6	3	13	1
5	2	15	5
5	20	25	80
35	2	55	4
5	14	25	44
10	0	30	1
5	1	10	6
5	2	10	1
1	4	3	2
1	14	10	39
1	1	5	8
3	27	25	34
25	9	50	2
5	0	10	11
10	32	55	5
5	3	10	4
10	1	25	1
10	1	25	13
1	3	25	5
10	13	25	8
1	3	10	1
5	5	10	2
25	24	50	25
15	4	25	2
25	2	50	0
5	5	25	8
1	10	25	29
4	2	8	2
5	0	50	1
10	6	50	3
10	4	30	20
5	3	10	7
1	4	5	7
5	26	10	72
1	32	50	4
15	20	20	37
10	4	25	301
15	4	25	33
1	2	10	3
10	8	35	5
1	0	5	27
2	13	25	10
1	1	25	2
1	2	10	0
1	5	4	12
5	8	15	150
10	28	25	30
1	1	10	1
5	83	10	669
10	2	25	10
5	14	15	9
5	3	10	5
1	14	5	20
10	9	24	2
1	2	5	2
10	10	25	7
5	35	10	51
14	7	26	2
5	21	15	647
1	2	10	3
1	0	10	1
5	1	15	0
1	0	5	0
1	2	5	0
10	50	15	12
25	1	50	3
10	4	20	22
10	6	20	11
1	2	10	4
3	119	10	33
9	6	22	118
20	90	20	56
5	0	10	2
1	4	35	403
10	15	20	20
10	93	25	25
1	29	15	71
2	0	10	0
5	11	60	8
1	4	5	3
20	54	50	10
5	20	10	38
1	3	5	8
1	16	5	16
10	2	20	11
5	60	15	13
1	1	1	2
1	7	5	11
1	0	5	3
12	210	24	83
5	0	10	0
10	7	60	16
2	4	5	5
10	3	25	1
5	8	10	11
15	8	25	4
5	1	15	4
5	23	15	15
10	26	20	5
5	2	10	1
14	38	28	43
3	2	30	4
5	2	10	6
5	16	18	6
20	36	25	15
10	1	50	195
1	0	10	9
15	65	40	16
1	0	25	2
14	37	28	52
10	8	30	1
1	5	10	24
1	0	10	2
1	1	10	6
4	30	20	28
10	12	25	13
5	8	10	7
1	5	12	15
10	20	30	10
10	2	25	6
10	3	20	25
5	1	10	2
1	0	1	0
10	126	25	48
10	34	25	36
20	28	50	50
1	30	12	59
5	27	20	30
5	4	26	48
3	4	5	2
8	7	20	3
5	14	25	22
5	1	7	0
10	8	15	238
22	1	30	1
10	8	15	0
22	16	30	4
15	18	25	1
1	5	15	38
5	0	20	14
1	2	5	3
2	0	8	0
1	0	5	0
1	0	5	12
20	15	100	6
1	0	5	5
1	20	5	28
5	20	25	25
1	15	5	57
1	4	5	11
1	3	10	15
3	19	53	255
10	2	25	0
10	79	25	51
1	197	25	277
10	2	25	3
1	3	20	15
49	12	279	1
1	5	5	1
5	1	15	2
5	8	15	10
15	12	30	50
1	0	5	1
10	11	25	5
1	6	10	11
1	30	10	124
1	1	5	20
5	4	25	4
5	41	10	32
5	1	10	1
5	10	12	85
1	11	5	56
25	25	100	7
10	9	25	8
10	14	25	9
10	84	25	115
1	2	7	1
8	13	16	40
12	10	25	6
1	3	15	10
25	20	50	4
10	11	25	1
10	56	25	38
7	34	15	40
5	19	10	34
20	7	100	0
25	67	50	34
5	39	15	29
15	25	50	12
15	88	30	72
25	17	50	5
3	5	5	45
1	2	5	3
20	4	40	0
10	9	50	12
10	14	64	2
10	1	15	2
1	9	5	4
1	20	15	8
1	3	10	10
5	0	10	2
4	1	8	23
4	24	8	2
5	15	10	24
5	9	10	1
8	159	32	37
5	4	25	8
5	3	20	2
5	38	10	44
5	5	20	5
5	1473	10	1083
1	3	10	11
5	4	20	12
5	96	25	70
1	3	12	4
5	24	25	10
1	7	5	5
1	0	10	3
5	5	15	51
25	13	400	0
13	19	25	15
10	5	50	3
5	5	10	20
5	0	10	1
1	1	3	3
5	19	15	9
4	9	8	10
25	11	40	17
5	1	5	1
5	0	15	2
1	2	15	17
1	2	20	13
